SKU,Barcode,ProductName,Category,SubCategory,Brand,UnitSize,BaseUnitPriceLKR,CostPriceLKR,TypicalShelfLifeDays,IsPerishable,PerishabilityTier,Supplier,SupplierSKU,CaseSize,MinOrderQty,MaxShelfCapacityUnits,BackroomCapacity,AverageWeeklySales,SeasonalityIndex,TurnoverDays
LK-PER-KLYM7,4797685755641,Lux Shampoo 40g,Personal Care,Personal Care,Lux,40g,170.0,140.18,675,False,NONE,Kurunegala Personal Care Supply Co. RT9,LUX-LUXS-40G-KM,12,3,33,40,0.63,1.03,256.7
LK-PER-MF52D,4799523814985,Fair & Lovely Toothpaste 50g,Personal Care,Personal Care,Fair & Lovely,50g,469.95,389.05,556,False,NONE,Kurunegala Personal Care Supply Co. QHN,FAI-FAIR-50G-EU,6,1,26,48,0.72,0.88,176.9
LK-PER-P2KQE,4797553373472,Signal Soap 400ml,Personal Care,Personal Care,Signal,400ml,449.95,373.55,757,False,NONE,Kurunegala Personal Care Supply Co. QHN,SIG-SIGN-400M-5P,6,3,32,69,0.21,0.96,746.7
LK-PER-QBR9W,4798144298365,Lifebuoy Shampoo 100g,Personal Care,Personal Care,Lifebuoy,100g,170.0,139.97,866,False,NONE,Ambalangoda Personal Care Supply Co. QSN,LIF-LIFE-100G-74,6,1,41,62,0.9,0.94,223.2
LK-PER-H32GF,4795889017183,Dettol Face Cream 200ml,Personal Care,Personal Care,Dettol,200ml,799.9,650.66,671,False,NONE,Kurunegala Personal Care Supply Co. QHN,DET-DETT-200M-J7,6,1,23,47,0.26,0.95,433.5
LK-PER-ZEG38,4796905435264,Signal Shampoo 200ml,Personal Care,Personal Care,Signal,200ml,709.95,598.6,414,False,NONE,Ambalangoda Personal Care Supply Co. QSN,SIG-SIGN-200M-JE,24,2,40,51,0.55,0.89,356.4
LK-PER-RJX6Z,4799212303486,Signal Shampoo 50g,Personal Care,Personal Care,Signal,50g,429.95,340.8,850,False,NONE,Ambalangoda Personal Care Supply Co. QSN,SIG-SIGN-50G-DW,12,2,25,54,1.6,0.87,76.6
LK-PER-E27BE,4799878350541,Fair & Lovely Toothpaste 100g,Personal Care,Personal Care,Fair & Lovely,100g,135.0,112.41,433,False,NONE,Kurunegala Personal Care Supply Co. RT9,FAI-FAIR-100G-ZN,6,1,26,56,0.16,1.09,796.2
LK-PER-BXTA6,4796471862945,Lifebuoy Face Cream 400ml,Personal Care,Personal Care,Lifebuoy,400ml,669.9,562.78,731,False,NONE,Hambantota Personal Care Supply Co. JJ8,LIF-LIFE-400M-4H,6,1,30,62,0.07,0.92,2100.0
LK-PER-SYTXV,4790222776024,Close-Up Handwash 125g,Personal Care,Personal Care,Close-Up,125g,220.0,174.87,816,False,NONE,Hemas Consumer Brands,CLO-CLOS-125G-D5,12,3,20,30,0.2,1.05,490.0
LK-PER-C369V,4792108306349,Sunsilk Handwash 400ml,Personal Care,Personal Care,Sunsilk,400ml,449.95,354.6,490,False,NONE,Kurunegala Personal Care Supply Co. RT9,SUN-SUNS-400M-N9,6,1,45,65,2.48,1.1,88.9
LK-PER-PS7JV,4798689832253,Lifebuoy Face Cream 100g,Personal Care,Personal Care,Lifebuoy,100g,155.5,121.64,710,False,NONE,Hambantota Personal Care Supply Co. JJ8,LIF-LIFE-100G-XB,6,2,40,85,3.77,0.9,52.0
LK-PER-X99XJ,4792212004025,Lux Shampoo 400ml,Personal Care,Personal Care,Lux,400ml,629.9,494.9,374,False,NONE,Hambantota Personal Care Supply Co. JJ8,LUX-LUXS-400M-TJ,6,2,26,48,0.57,0.94,223.5
LK-PER-JGW4R,4798366694365,Dettol Body Lotion 40g,Personal Care,Personal Care,Dettol,40g,195.0,154.33,420,False,NONE,Kurunegala Personal Care Supply Co. RT9,DET-DETT-40G-2V,24,1,48,80,3.28,1.06,71.7
LK-PER-RL299,4793759428312,Dove Body Lotion 50g,Personal Care,Personal Care,Dove,50g,429.9,354.84,693,False,NONE,Ambalangoda Personal Care Supply Co. QSN,DOV-DOVE-50G-3G,12,3,37,52,0.4,0.86,453.2
LK-PER-MU77A,4795491140651,Dove Face Cream 100g,Personal Care,Personal Care,Dove,100g,135.0,107.73,753,False,NONE,Colombo Personal Care Supply Co. FQB,DOV-DOVE-100G-T9,12,2,18,39,1.64,1.05,53.8
LK-PER-YGNRS,4795629334952,Close-Up Toothpaste 100g,Personal Care,Personal Care,Close-Up,100g,240.0,195.79,596,False,NONE,Kurunegala Personal Care Supply Co. QHN,CLO-CLOS-100G-XG,12,2,21,40,0.87,1.1,118.3
LK-PER-4Z5FL,4794983344140,Dove Shampoo 40g,Personal Care,Personal Care,Dove,40g,150.0,121.28,823,False,NONE,Kurunegala Personal Care Supply Co. QHN,DOV-DOVE-40G-92,24,2,44,78,0.4,1.05,539.0
LK-PER-LDQFF,4796867447862,Sunsilk Face Cream 40g,Personal Care,Personal Care,Sunsilk,40g,175.5,137.59,711,False,NONE,Ambalangoda Personal Care Supply Co. QSN,SUN-SUNS-40G-6N,6,1,41,51,1.94,0.91,103.6
LK-PER-F7DHX,4793987405413,Fair & Lovely Body Lotion 125g,Personal Care,Personal Care,Fair & Lovely,125g,145.0,118.91,875,False,NONE,Ambalangoda Personal Care Supply Co. QSN,FAI-FAIR-125G-EV,24,2,19,38,1.06,0.93,87.8
LK-PER-FLLXP,4797081035743,Lux Face Cream 125g,Personal Care,Personal Care,Lux,125g,140.0,118.36,731,False,NONE,Hambantota Personal Care Supply Co. JJ8,LUX-LUXF-125G-FH,6,1,31,57,2.17,1.06,70.0
LK-PER-7M3QG,4795081086673,Close-Up Handwash 400ml,Personal Care,Personal Care,Close-Up,400ml,359.9,289.62,630,False,NONE,Hemas Consumer Brands,CLO-CLOS-400M-TJ,24,2,40,71,2.67,1.06,73.4
LK-PER-QZT93,4799186484129,Dove Handwash 200ml,Personal Care,Personal Care,Dove,200ml,539.95,433.59,527,False,NONE,Hemas Consumer Brands,DOV-DOVE-200M-KR,12,3,14,21,0.98,1.03,70.0
LK-PER-TP2FH,4793887057163,Signal Body Lotion 100g,Personal Care,Personal Care,Signal,100g,145.0,119.5,765,False,NONE,Hambantota Personal Care Supply Co. JJ8,SIG-SIGN-100G-T9,24,2,31,52,0.03,0.92,5063.3
LK-PER-Y3CH5,4796858677896,Lux Handwash 400ml,Personal Care,Personal Care,Lux,400ml,659.95,547.91,889,False,NONE,Kurunegala Personal Care Supply Co. RT9,LUX-LUXH-400M-QJ,12,3,33,65,7.04,1.08,23.0
LK-PER-R3HZ6,4794236837801,Fair & Lovely Body Lotion 200ml,Personal Care,Personal Care,Fair & Lovely,200ml,869.9,714.32,387,False,NONE,Colombo Personal Care Supply Co. FQB,FAI-FAIR-200M-P6,6,3,16,27,0.26,0.88,301.5
LK-PER-W2W52,4793636381396,Signal Handwash 400ml,Personal Care,Personal Care,Signal,400ml,379.95,311.08,674,False,NONE,Hambantota Personal Care Supply Co. JJ8,SIG-SIGN-400M-JM,6,1,30,65,0.65,1.04,226.2
LK-PER-P9CFM,4793357937759,Signal Shampoo 125g,Personal Care,Personal Care,Signal,125g,269.9,228.14,821,False,NONE,Ambalangoda Personal Care Supply Co. QSN,SIG-SIGN-125G-AF,6,2,20,36,0.33,0.85,297.0
LK-PER-D8UFF,4793928236960,Sunsilk Soap 400ml,Personal Care,Personal Care,Sunsilk,400ml,470.0,375.6,694,False,NONE,Colombo Personal Care Supply Co. FQB,SUN-SUNS-400M-VR,24,2,39,68,6.05,1.03,31.6
LK-PER-57N3E,4794047619450,Dove Toothpaste 400ml,Personal Care,Personal Care,Dove,400ml,429.95,358.36,605,False,NONE,Kurunegala Personal Care Supply Co. QHN,DOV-DOVE-400M-FW,24,1,44,57,1.21,1.0,178.2
LK-PER-LRE9X,4798932010896,Signal Toothpaste 100g,Personal Care,Personal Care,Signal,100g,229.95,180.35,553,False,NONE,Ambalangoda Personal Care Supply Co. QSN,SIG-SIGN-100G-EA,12,2,26,35,2.96,1.02,43.0
LK-PER-FVTHA,4798834442535,Sunsilk Soap 40g,Personal Care,Personal Care,Sunsilk,40g,195.5,158.7,400,False,NONE,Kurunegala Personal Care Supply Co. QHN,SUN-SUNS-40G-UJ,12,2,17,34,0.13,0.97,640.8
LK-PER-FDEZ6,4791910439795,Dove Toothpaste 125g,Personal Care,Personal Care,Dove,125g,145.0,117.82,559,False,NONE,Colombo Personal Care Supply Co. FQB,DOV-DOVE-125G-MR,12,1,13,24,1.16,0.94,54.9
LK-PER-L5UUE,4798776896175,Dettol Toothpaste 400ml,Personal Care,Personal Care,Dettol,400ml,499.9,421.64,750,False,NONE,Kurunegala Personal Care Supply Co. QHN,DET-DETT-400M-6M,24,3,20,38,0.38,0.94,257.9
LK-PER-EDBKY,4799230651170,Signal Toothpaste 125g,Personal Care,Personal Care,Signal,125g,229.9,193.3,681,False,NONE,Kurunegala Personal Care Supply Co. QHN,SIG-SIGN-125G-LW,6,2,21,43,0.77,0.93,133.6
LK-PER-ZCVXF,4797042047303,Lifebuoy Shampoo 400ml,Personal Care,Personal Care,Lifebuoy,400ml,890.0,737.1,389,False,NONE,Ambalangoda Personal Care Supply Co. QSN,LIF-LIFE-400M-66,12,2,36,51,9.73,0.92,18.1
LK-PER-MEDP8,4797002335822,Signal Face Cream 40g,Personal Care,Personal Care,Signal,40g,125.0,101.2,420,False,NONE,Hambantota Personal Care Supply Co. JJ8,SIG-SIGN-40G-XB,12,2,41,61,13.63,0.97,14.7
LK-PER-L3CSG,4796143543493,Lux Face Cream 50g,Personal Care,Personal Care,Lux,50g,240.0,190.23,571,False,NONE,Hemas Consumer Brands,LUX-LUXF-50G-KV,12,2,40,77,3.53,0.9,55.5
LK-PER-XFHZY,4793506292586,Dove Body Lotion 100g,Personal Care,Personal Care,Dove,100g,155.0,128.98,410,False,NONE,Colombo Personal Care Supply Co. FQB,DOV-DOVE-100G-CT,24,1,48,89,4.69,0.9,50.1
LK-PER-YX3XD,4792208053846,Dettol Soap 100g,Personal Care,Personal Care,Dettol,100g,155.0,124.03,755,False,NONE,Kurunegala Personal Care Supply Co. QHN,DET-DETT-100G-K6,24,2,16,22,0.57,0.93,137.5
LK-PER-LCHSC,4797983400779,Dove Body Lotion 40g,Personal Care,Personal Care,Dove,40g,165.0,136.87,481,False,NONE,Hemas Consumer Brands,DOV-DOVE-40G-4D,6,1,47,90,5.63,0.96,40.9
LK-PER-ZZQR7,4795317528618,Fair & Lovely Shampoo 40g,Personal Care,Personal Care,Fair & Lovely,40g,125.0,104.14,462,False,NONE,Hambantota Personal Care Supply Co. JJ8,FAI-FAIR-40G-LS,6,1,14,18,0.11,1.06,623.6
LK-PER-MK8TA,4798975784235,Sunsilk Body Lotion 100g,Personal Care,Personal Care,Sunsilk,100g,135.0,114.04,411,False,NONE,Kurunegala Personal Care Supply Co. RT9,SUN-SUNS-100G-FC,24,2,39,58,1.71,0.98,111.8
LK-PER-U97M9,4799693920554,Signal Soap 200ml,Personal Care,Personal Care,Signal,200ml,619.95,495.09,650,False,NONE,Hemas Consumer Brands,SIG-SIGN-200M-Z7,6,2,34,70,1.3,0.99,128.2
LK-PER-8UUQR,4797314029037,Fair & Lovely Handwash 40g,Personal Care,Personal Care,Fair & Lovely,40g,135.0,108.08,893,False,NONE,Hemas Consumer Brands,FAI-FAIR-40G-DG,24,1,26,46,0.19,0.97,670.5
LK-PER-SVUQD,4795344755087,Lux Handwash 100g,Personal Care,Personal Care,Lux,100g,249.95,197.56,585,False,NONE,Hambantota Personal Care Supply Co. JJ8,LUX-LUXH-100G-QK,24,1,37,47,0.11,0.93,1648.2
LK-PER-9HV2Q,4795542846860,Lifebuoy Soap 50g,Personal Care,Personal Care,Lifebuoy,50g,369.9,307.59,511,False,NONE,Hambantota Personal Care Supply Co. JJ8,LIF-LIFE-50G-6M,6,2,22,30,16.4,0.87,6.6
LK-PER-UBL2Y,4795859245806,Close-Up Shampoo 100g,Personal Care,Personal Care,Close-Up,100g,219.95,173.44,853,False,NONE,Hambantota Personal Care Supply Co. JJ8,CLO-CLOS-100G-RR,6,1,44,57,6.47,0.86,33.3
LK-PER-M8Q9T,4799099447181,Fair & Lovely Body Lotion 40g,Personal Care,Personal Care,Fair & Lovely,40g,130.0,108.01,893,False,NONE,Colombo Personal Care Supply Co. FQB,FAI-FAIR-40G-EN,6,2,14,22,1.11,0.87,61.8
LK-PER-8DLWW,4795634814159,Dove Soap 50g,Personal Care,Personal Care,Dove,50g,279.95,233.5,618,False,NONE,Kurunegala Personal Care Supply Co. QHN,DOV-DOVE-50G-7H,24,1,40,84,0.24,1.08,816.7
LK-PER-GSGAM,4797457456592,Lux Body Lotion 40g,Personal Care,Personal Care,Lux,40g,200.0,164.47,739,False,NONE,Colombo Personal Care Supply Co. FQB,LUX-LUXB-40G-KZ,6,3,39,80,0.71,0.91,269.2
LK-PER-HMGU3,4793070095835,Signal Body Lotion 200ml,Personal Care,Personal Care,Signal,200ml,470.0,368.69,872,False,NONE,Hemas Consumer Brands,SIG-SIGN-200M-SL,24,3,25,33,1.91,0.93,64.1
LK-PER-N339Q,4795216083409,Lux Shampoo 200ml,Personal Care,Personal Care,Lux,200ml,949.95,787.41,663,False,NONE,Hambantota Personal Care Supply Co. JJ8,LUX-LUXS-200M-7T,6,2,25,36,0.26,0.92,471.2
LK-PER-2LGWU,4792626718891,Dove Soap 200ml,Personal Care,Personal Care,Dove,200ml,819.9,682.17,709,False,NONE,Colombo Personal Care Supply Co. FQB,DOV-DOVE-200M-L4,24,3,15,19,0.24,0.96,306.2
LK-PER-6YTEV,4794772045333,Dove Toothpaste 200ml,Personal Care,Personal Care,Dove,200ml,399.95,319.91,833,False,NONE,Kurunegala Personal Care Supply Co. QHN,DOV-DOVE-200M-27,24,1,39,52,0.2,0.99,955.5
LK-PER-C7MPP,4798917873560,Sunsilk Toothpaste 200ml,Personal Care,Personal Care,Sunsilk,200ml,719.95,590.08,404,False,NONE,Hambantota Personal Care Supply Co. JJ8,SUN-SUNS-200M-ME,6,3,47,98,1.47,1.09,156.7
LK-PER-DY7PV,4794685009477,Dove Handwash 100g,Personal Care,Personal Care,Dove,100g,209.9,167.39,484,False,NONE,Ambalangoda Personal Care Supply Co. QSN,DOV-DOVE-100G-S7,24,2,26,53,4.24,0.87,30.0
LK-PER-6J32Q,4796776396633,Close-Up Handwash 40g,Personal Care,Personal Care,Close-Up,40g,200.0,159.97,406,False,NONE,Kurunegala Personal Care Supply Co. RT9,CLO-CLOS-40G-J8,6,3,12,14,0.09,0.88,653.3
LK-BAB-E7WKJ,4790790779885,Lactogen Infant Formula Stage 1,Baby Products,Baby Care,Lactogen,400g,1240.0,1053.19,465,False,NONE,Negombo Baby Products Supply Co. V5V,LAC-LACT-400G-HM,12,3,16,25,0.16,0.85,490.0
LK-BAB-VU25F,4796517586668,Lactogen Infant Formula Stage 2,Baby Products,Baby Care,Lactogen,400g,1719.9,1420.72,548,False,NONE,Matara Baby Products Supply Co. FUX,LAC-LACT-400G-3Y,12,1,31,65,1.53,0.99,99.3
LK-BAB-M3E73,4794985774273,Baby Diapers Small,Baby Products,Baby Care,BabyCare,30 pcs,1200.0,1046.66,486,False,NONE,Kalutara Baby Products Supply Co. QM7,BAB-BABY-30PC-WS,6,3,13,24,0.11,1.04,579.1
LK-BAB-K47S8,4791891668078,Baby Diapers Medium,Baby Products,Baby Care,BabyCare,30 pcs,1119.95,927.53,700,False,NONE,Kalutara Baby Products Supply Co. QM7,BAB-BABY-30PC-HC,6,1,40,70,2.08,0.86,94.2
LK-BAB-VJPLJ,4793552209415,Baby Diapers Large,Baby Products,Baby Care,BabyCare,30 pcs,1149.95,948.84,805,False,NONE,Matara Baby Products Supply Co. FUX,BAB-BABY-30PC-SX,24,3,23,42,1.35,0.89,83.5
LK-BAB-FN3XS,4795255176568,Baby Wipes,Baby Products,Baby Care,BabyCare,80 pcs,640.0,543.43,473,False,NONE,Hambantota Baby Products Supply Co. 6TM,BAB-BABY-80PC-Q4,12,2,13,26,0.67,1.08,95.1
LK-BAB-GUNA3,4791432885896,Nestomalt Infant Formula Stage 2 60 pcs,Baby Products,Baby Care,Nestomalt,60 pcs,1060.0,933.71,561,False,NONE,Hambantota Baby Products Supply Co. Q9Q,NES-NEST-60PC-6C,24,1,38,68,2.08,0.88,89.5
LK-BAB-9GGQ5,4794689068876,Lactogen Infant Formula Stage 1 80 pcs,Baby Products,Baby Care,Lactogen,80 pcs,1039.9,904.0,425,False,NONE,Hambantota Baby Products Supply Co. 6TM,LAC-LACT-80PC-WB,6,1,21,38,0.72,0.86,142.9
LK-BAB-XPSM6,4790397733808,BabyCare Diapers Small 400g,Baby Products,Baby Care,BabyCare,400g,1230.0,1066.52,884,False,NONE,Kalutara Baby Products Supply Co. 98P,BAB-BABY-400G-SF,12,2,22,40,0.38,1.01,283.7
LK-BAB-SJPKA,4790865862337,Pampers Diapers Small 900g,Baby Products,Baby Care,Pampers,900g,3499.95,3043.22,373,False,NONE,Hambantota Baby Products Supply Co. Q9Q,PAM-PAMP-900G-9E,24,2,31,63,5.15,1.01,29.5
LK-BAB-LWFSG,4795617312436,Nestomalt Baby Soap 400g,Baby Products,Baby Care,Nestomalt,400g,1379.95,1140.67,589,False,NONE,Matara Baby Products Supply Co. FUX,NES-NEST-400G-H7,24,2,28,61,2.61,0.97,52.6
LK-BAB-CX2TH,4797273406979,Pampers Diapers Small 30 pcs,Baby Products,Baby Care,Pampers,30 pcs,1009.95,847.84,403,False,NONE,Ratnapura Baby Products Supply Co. 5ZE,PAM-PAMP-30PC-SH,6,2,36,50,0.2,1.08,882.0
LK-BAB-JNCKK,4791337045036,BabyCare Infant Formula Stage 1 900g,Baby Products,Baby Care,BabyCare,900g,3850.0,3178.97,499,False,NONE,Hambantota Baby Products Supply Co. 6TM,BAB-BABY-900G-4B,12,2,31,43,1.16,0.92,130.9
LK-BAB-XX29R,4791602786343,Pampers Infant Formula Stage 2 60 pcs,Baby Products,Baby Care,Pampers,60 pcs,540.0,457.05,514,False,NONE,Hambantota Baby Products Supply Co. 6TM,PAM-PAMP-60PC-64,12,3,18,23,0.29,1.0,304.1
LK-BAB-GCXPF,4796156678595,Pampers Baby Soap 60 pcs,Baby Products,Baby Care,Pampers,60 pcs,1120.0,986.09,492,False,NONE,Kurunegala Baby Products Supply Co. FLR,PAM-PAMP-60PC-GP,12,1,19,41,0.46,1.02,202.4
LK-BAB-WMS63,4795545085549,Huggies Diapers Small 60 pcs,Baby Products,Baby Care,Huggies,60 pcs,839.95,738.84,582,False,NONE,Hambantota Baby Products Supply Co. 6TM,HUG-HUGG-60PC-XC,12,1,31,44,3.37,1.09,45.1
LK-BAB-TA3CK,4796909594059,Pampers Infant Formula Stage 1 60 pcs,Baby Products,Baby Care,Pampers,60 pcs,879.95,743.17,676,False,NONE,Matara Baby Products Supply Co. FUX,PAM-PAMP-60PC-GB,6,1,43,71,6.44,1.07,32.7
LK-BAB-PN276,4790529792536,Nestomalt Diapers Small 80 pcs,Baby Products,Baby Care,Nestomalt,80 pcs,699.95,575.16,590,False,NONE,Hambantota Baby Products Supply Co. 6TM,NES-NEST-80PC-VG,24,2,40,71,0.99,1.08,198.0
LK-BAB-BVF5M,4797422121159,BabyCare Infant Formula Stage 2 80 pcs,Baby Products,Baby Care,BabyCare,80 pcs,550.0,469.71,631,False,NONE,Hambantota Baby Products Supply Co. Q9Q,BAB-BABY-80PC-TV,24,2,12,16,0.08,1.06,735.0
LK-BAB-99QAX,4791460737204,Lactogen Diapers Small 60 pcs,Baby Products,Baby Care,Lactogen,60 pcs,519.95,460.04,858,False,NONE,Hambantota Baby Products Supply Co. Q9Q,LAC-LACT-60PC-CR,24,2,31,37,0.54,0.96,281.3
LK-BAB-VN3ET,4795501290437,Lactogen Diapers Medium 30 pcs,Baby Products,Baby Care,Lactogen,30 pcs,1380.0,1165.54,575,False,NONE,Hambantota Baby Products Supply Co. 3XB,LAC-LACT-30PC-L5,24,3,39,64,1.84,1.09,103.9
LK-BAB-CUG4Y,4793199908702,BabyCare Infant Formula Stage 1 80 pcs,Baby Products,Baby Care,BabyCare,80 pcs,1059.9,926.32,519,False,NONE,Hambantota Baby Products Supply Co. 3XB,BAB-BABY-80PC-V2,6,3,15,29,0.41,1.07,179.3
LK-BAB-V2TLX,4790882324399,Huggies Diapers Medium 400g,Baby Products,Baby Care,Huggies,400g,1190.0,993.29,456,False,NONE,Negombo Baby Products Supply Co. V5V,HUG-HUGG-400G-5V,24,3,43,60,2.36,1.07,89.3
LK-BAB-RQJVA,4796186946053,Lactogen Diapers Medium 80 pcs,Baby Products,Baby Care,Lactogen,80 pcs,989.95,871.0,453,False,NONE,Negombo Baby Products Supply Co. V5V,LAC-LACT-80PC-K6,12,2,13,27,0.42,0.98,151.7
LK-BAB-NTQEK,4795802562196,Huggies Baby Wipes 900g,Baby Products,Baby Care,Huggies,900g,3090.0,2588.65,462,False,NONE,Kurunegala Baby Products Supply Co. FLR,HUG-HUGG-900G-T8,12,1,31,59,1.71,0.89,88.8
LK-BAB-3DS3V,4793007247665,Nestomalt Diapers Small 900g,Baby Products,Baby Care,Nestomalt,900g,3619.95,3187.99,437,False,NONE,Kalutara Baby Products Supply Co. 98P,NES-NEST-900G-YP,6,2,42,82,10.25,1.05,20.1
LK-BAB-MVMSL,4797841287610,Lactogen Infant Formula Stage 2 30 pcs,Baby Products,Baby Care,Lactogen,30 pcs,1699.95,1456.38,858,False,NONE,Matara Baby Products Supply Co. FUX,LAC-LACT-30PC-K5,6,2,29,59,7.06,0.96,20.1
LK-BAB-EVC4H,4792756104083,Huggies Infant Formula Stage 2 60 pcs,Baby Products,Baby Care,Huggies,60 pcs,880.0,731.44,882,False,NONE,Negombo Baby Products Supply Co. V5V,HUG-HUGG-60PC-8N,6,2,45,96,0.53,0.97,416.0
LK-BAB-WEMBX,4794152807865,BabyCare Diapers Small 30 pcs,Baby Products,Baby Care,BabyCare,30 pcs,2130.0,1802.69,794,False,NONE,Hambantota Baby Products Supply Co. Q9Q,BAB-BABY-30PC-78,6,1,38,81,0.25,0.9,744.8
LK-BAB-P8X2J,4793543512906,Lactogen Diapers Medium 900g,Baby Products,Baby Care,Lactogen,900g,2630.0,2197.48,438,False,NONE,Hambantota Baby Products Supply Co. Q9Q,LAC-LACT-900G-Z4,6,2,35,46,0.2,0.86,857.5
LK-BAB-24AZC,4799592439812,Nestomalt Diapers Small 30 pcs,Baby Products,Baby Care,Nestomalt,30 pcs,1980.0,1629.82,773,False,NONE,Ratnapura Baby Products Supply Co. 5ZE,NES-NEST-30PC-RL,6,2,43,54,2.6,0.95,81.0
LK-BAB-FS3Y5,4799178154832,Huggies Diapers Medium 80 pcs,Baby Products,Baby Care,Huggies,80 pcs,949.95,790.44,551,False,NONE,Negombo Baby Products Supply Co. V5V,HUG-HUGG-80PC-FE,12,2,47,66,1.95,1.04,118.1
LK-BAB-QDQUK,4796784566110,BabyCare Diapers Medium 80 pcs,Baby Products,Baby Care,BabyCare,80 pcs,659.95,565.69,653,False,NONE,Ratnapura Baby Products Supply Co. 5ZE,BAB-BABY-80PC-Y3,24,1,38,80,0.87,0.94,214.0
LK-BAB-8L2GU,4797307480272,BabyCare Baby Wipes 30 pcs,Baby Products,Baby Care,BabyCare,30 pcs,1590.0,1329.16,442,False,NONE,Kurunegala Baby Products Supply Co. FLR,BAB-BABY-30PC-J9,6,1,19,38,0.33,1.0,282.1
LK-BAB-UZ3WT,4793868443800,Nestomalt Diapers Medium 900g,Baby Products,Baby Care,Nestomalt,900g,3110.0,2739.48,851,False,NONE,Negombo Baby Products Supply Co. V5V,NES-NEST-900G-TG,12,2,41,85,8.74,1.07,23.0
LK-BAB-68JFY,4796130232768,Pampers Baby Wipes 80 pcs,Baby Products,Baby Care,Pampers,80 pcs,1050.0,932.04,799,False,NONE,Kalutara Baby Products Supply Co. QM7,PAM-PAMP-80PC-F3,24,2,43,60,1.83,0.97,115.1
LK-BAB-GF8YQ,4794096199750,Nestomalt Infant Formula Stage 2 80 pcs,Baby Products,Baby Care,Nestomalt,80 pcs,970.0,843.81,876,False,NONE,Hambantota Baby Products Supply Co. 3XB,NES-NEST-80PC-F9,12,3,25,50,1.57,0.89,78.0
LK-BAB-5448L,4797833226375,Pampers Baby Soap 30 pcs,Baby Products,Baby Care,Pampers,30 pcs,989.95,854.67,551,False,NONE,Kalutara Baby Products Supply Co. QM7,PAM-PAMP-30PC-E4,24,2,31,43,1.82,1.07,83.5
LK-BAB-7HZ5F,4794701298397,Lactogen Baby Soap 400g,Baby Products,Baby Care,Lactogen,400g,1130.0,970.06,797,False,NONE,Hambantota Baby Products Supply Co. Q9Q,LAC-LACT-400G-YU,6,3,29,46,1.52,0.95,93.5
LK-BAB-WZ83X,4799222200652,Lactogen Baby Wipes 30 pcs,Baby Products,Baby Care,Lactogen,30 pcs,2090.0,1857.76,631,False,NONE,Kurunegala Baby Products Supply Co. FLR,LAC-LACT-30PC-6V,24,1,31,45,0.88,0.85,172.6
LK-BAB-ME9BT,4796687081796,Nestomalt Baby Wipes 30 pcs,Baby Products,Baby Care,Nestomalt,30 pcs,2099.9,1813.61,843,False,NONE,Negombo Baby Products Supply Co. V5V,NES-NEST-30PC-KH,6,3,42,54,0.4,0.98,514.5
LK-BAB-G44YG,4793662220867,BabyCare Diapers Medium 30 pcs,Baby Products,Baby Care,BabyCare,30 pcs,2170.0,1837.55,367,False,NONE,Hambantota Baby Products Supply Co. 3XB,BAB-BABY-30PC-BJ,6,2,13,24,0.09,1.06,707.8
LK-BAB-ET3AK,4794740794348,Nestomalt Infant Formula Stage 1 60 pcs,Baby Products,Baby Care,Nestomalt,60 pcs,899.95,765.87,666,False,NONE,Hambantota Baby Products Supply Co. Q9Q,NES-NEST-60PC-UH,24,3,35,55,2.17,0.95,79.0
LK-BAB-ZAH82,4791032165800,BabyCare Infant Formula Stage 2 30 pcs,Baby Products,Baby Care,BabyCare,30 pcs,1059.95,870.42,549,False,NONE,Hambantota Baby Products Supply Co. 6TM,BAB-BABY-30PC-7K,12,3,14,29,0.44,0.91,155.9
LK-BAB-TXF38,4792919304206,Huggies Baby Wipes 400g,Baby Products,Baby Care,Huggies,400g,1469.95,1237.38,383,False,NONE,Hambantota Baby Products Supply Co. 3XB,HUG-HUGG-400G-ZD,12,2,42,59,18.09,0.94,11.4
LK-BAB-2XBRV,4791019599222,Lactogen Baby Wipes 900g,Baby Products,Baby Care,Lactogen,900g,3139.9,2776.84,887,False,NONE,Matara Baby Products Supply Co. FUX,LAC-LACT-900G-SM,24,2,28,55,9.4,1.08,14.6
LK-BAB-JD92T,4798618382552,Pampers Baby Wipes 400g,Baby Products,Baby Care,Pampers,400g,1730.0,1520.64,496,False,NONE,Hambantota Baby Products Supply Co. 3XB,PAM-PAMP-400G-UQ,6,1,19,36,0.16,1.04,581.9
LK-BAB-4H6A9,4791353847324,BabyCare Baby Soap 60 pcs,Baby Products,Baby Care,BabyCare,60 pcs,509.95,434.84,404,False,NONE,Hambantota Baby Products Supply Co. Q9Q,BAB-BABY-60PC-KD,24,2,41,51,1.56,1.0,128.8
LK-BAB-LAS5E,4791721370263,Pampers Baby Soap 400g,Baby Products,Baby Care,Pampers,400g,1319.95,1106.62,855,False,NONE,Hambantota Baby Products Supply Co. 3XB,PAM-PAMP-400G-29,6,3,42,57,0.74,0.87,278.1
LK-BAB-PMBFV,4793193841531,BabyCare Infant Formula Stage 2 60 pcs,Baby Products,Baby Care,BabyCare,60 pcs,1039.9,886.19,378,False,NONE,Hambantota Baby Products Supply Co. 3XB,BAB-BABY-60PC-EL,6,1,42,84,1.76,0.99,116.9
